timestamp,price,size,side,exchange_timestamp
1756903691.416256,111265.9,0,bid,
1756903691.416256,111266.0,0,ask,
1756903692.4156213,111265.9,0,bid,
1756903692.4156213,111266.0,0,ask,
1756903693.4239366,111265.9,0,bid,
1756903693.4239366,111266.0,0,ask,
1756903694.4124188,111265.9,0,bid,
1756903694.4124188,111266.0,0,ask,
1756903695.4454784,111265.9,0,bid,
1756903695.4454784,111266.0,0,ask,
1756903696.4120543,111265.9,0,bid,
1756903696.4120543,111266.0,0,ask,
1756903697.4134634,111269.5,0,bid,
1756903697.4134634,111269.6,0,ask,
1756903698.4313257,111275.4,0,bid,
1756903698.4313257,111275.5,0,ask,
1756903699.4115314,111275.4,0,bid,
1756903699.4115314,111275.5,0,ask,
1756903739.7353046,111255.2,0,bid,
1756903739.7353046,111255.3,0,ask,
1756903740.7355764,111255.2,0,bid,
1756903740.7355764,111255.3,0,ask,
1756903741.7343748,111255.2,0,bid,
1756903741.7343748,111255.3,0,ask,
1756903742.7395241,111255.2,0,bid,
1756903742.7395241,111255.3,0,ask,
1756903744.736963,111241.4,0,bid,
1756903744.736963,111241.5,0,ask,
1756903745.735442,111232.2,0,bid,
1756903745.735442,111232.3,0,ask,
1756903748.74031,111224.4,0,bid,
1756903748.74031,111224.5,0,ask,
1756903750.7369142,111224.4,0,bid,
1756903750.7369142,111224.5,0,ask,
1756903751.7384477,111222.5,0,bid,
1756903751.7384477,111222.6,0,ask,
1756903752.7361426,111222.5,0,bid,
1756903752.7361426,111222.6,0,ask,
1756903753.735977,111222.5,0,bid,
1756903753.735977,111222.6,0,ask,
1756903754.7364194,111222.5,0,bid,
1756903754.7364194,111222.6,0,ask,
1756903755.7368155,111222.5,0,bid,
1756903755.7368155,111222.6,0,ask,
1756903756.7359846,111222.5,0,bid,
1756903756.7359846,111222.6,0,ask,
1756903757.7350738,111215.9,0,bid,
1756903757.7350738,111216.0,0,ask,
1756903758.7379198,111215.9,0,bid,
1756903758.7379198,111216.0,0,ask,
1756903759.7362757,111215.9,0,bid,
1756903759.7362757,111216.0,0,ask,
1756903760.738004,111215.9,0,bid,
1756903760.738004,111216.0,0,ask,
1756903761.7345273,111215.9,0,bid,
1756903761.7345273,111216.0,0,ask,
1756903762.736084,111215.9,0,bid,
1756903762.736084,111216.0,0,ask,
1756903763.734688,111215.9,0,bid,
1756903763.734688,111216.0,0,ask,
1756903765.7459328,111215.9,0,bid,
1756903765.7459328,111216.0,0,ask,
1756903766.738624,111215.9,0,bid,
1756903766.738624,111216.0,0,ask,
1756903767.7433395,111215.9,0,bid,
1756903767.7433395,111216.0,0,ask,
1756903768.7360713,111215.9,0,bid,
1756903768.7360713,111216.0,0,ask,
1756903769.7393987,111215.9,0,bid,
1756903769.7393987,111216.0,0,ask,
1756903770.7361193,111215.9,0,bid,
1756903770.7361193,111216.0,0,ask,
1756903773.73675,111215.9,0,bid,
1756903773.73675,111216.0,0,ask,
1756903774.7370071,111215.9,0,bid,
1756903774.7370071,111216.0,0,ask,
1756903775.7401073,111215.9,0,bid,
1756903775.7401073,111216.0,0,ask,
1756903776.7363398,111215.9,0,bid,
1756903776.7363398,111216.0,0,ask,
1756903779.7356815,111215.6,0,bid,
1756903779.7356815,111215.7,0,ask,
1756903780.7360418,111213.5,0,bid,
1756903780.7360418,111213.6,0,ask,
1756903781.740331,111181.4,0,bid,
1756903781.740331,111181.5,0,ask,
1756903782.738963,111176.5,0,bid,
1756903782.738963,111176.6,0,ask,
