timestamp,price,size,side,trade_id,exchange_timestamp
1756903691.787345,111265.9,0.079306,sell,116198694,1756903691648.027000
1756903692.9044166,111265.9,9e-06,sell,116198695,1756903692764.750000
1756903692.9847453,111266.0,0.051881,buy,116198696,1756903692843.823000
1756903693.631236,111265.9,0.100371,sell,116198697,1756903693491.850000
1756903694.9239004,111265.9,0.031449,sell,116198698,1756903694783.797000
1756903695.5681665,111266.0,0.011521,buy,116198699,1756903695425.241000
1756903696.2108798,111265.9,0.111749,sell,116198700,1756903696069.648000
1756903697.1911633,111266.0,0.007187,buy,116198701,1756903697050.177000
1756903697.1911633,111266.0,0.004147,buy,116198702,1756903697050.185000
1756903697.1911633,111266.0,0.019461,buy,116198703,1756903697050.198000
1756903697.1911633,111266.0,0.006451,buy,116198704,1756903697050.204000
1756903697.1911633,111266.7,0.0054,buy,116198705,1756903697053.020000
1756903697.2073884,111267.8,0.001381,buy,116198706,1756903697066.781000
1756903697.50342,111269.6,0.066915,buy,116198707,1756903697366.714000
1756903697.50342,111269.6,0.002396,buy,116198708,1756903697368.331000
1756903697.50342,111269.6,0.019461,buy,116198709,1756903697368.342000
1756903697.5204601,111271.5,0.001348,buy,116198710,1756903697385.823000
1756903698.1521335,111271.7,0.077552,buy,116198711,1756903698012.843000
1756903698.195628,111271.7,0.008,buy,116198712,1756903698056.015000
1756903698.2194304,111274.8,0.000898,buy,116198713,1756903698079.866000
1756903698.947644,111275.5,0.079702,buy,116198714,1756903698807.538000
1756903699.4327645,111275.5,0.03776,buy,116198715,1756903699294.221000
1756903740.0805573,111255.3,0.088198,buy,116198856,1756903739941.791000
1756903740.715757,111255.2,0.135643,sell,116198857,1756903740575.914000
1756903741.3573892,111255.2,0.033819,sell,116198858,1756903741219.181000
1756903742.0128145,111255.2,0.09459,sell,116198859,1756903741871.627000
1756903742.6481311,111255.2,0.208808,sell,116198860,1756903742509.357000
1756903744.1206093,111255.2,0.00645,sell,116198861,1756903743981.787000
1756903744.1206093,111255.2,0.004001,sell,116198862,1756903743981.795000
1756903744.1234694,111255.2,0.002,sell,116198863,1756903743981.803000
1756903744.1234694,111255.2,0.007187,sell,116198864,1756903743981.814000
1756903744.1244798,111254.9,0.0036,sell,116198865,1756903743984.469000
1756903744.1250193,111254.9,0.000547,sell,116198866,1756903743984.872000
1756903744.133557,111254.3,0.0036,sell,116198867,1756903743993.635000
1756903744.3761113,111249.5,0.002,sell,116198868,1756903744233.283000
1756903744.3761113,111249.5,0.002395,sell,116198869,1756903744233.292000
1756903744.3779938,111249.5,0.015378,sell,116198870,1756903744233.303000
1756903744.3883486,111248.9,0.0036,sell,116198871,1756903744241.934000
1756903744.3904457,111247.9,0.002,sell,116198872,1756903744245.945000
1756903744.411551,111244.3,4e-05,sell,116198873,1756903744263.807000
1756903744.411551,111244.3,4e-05,sell,116198874,1756903744263.827000
1756903744.7342665,111241.4,0.010199,sell,116198875,1756903744594.616000
1756903744.7353973,111241.4,0.002,sell,116198876,1756903744594.624000
1756903744.7359247,111241.4,0.016321,sell,116198877,1756903744594.643000
1756903744.7359247,111241.1,0.0001,sell,116198878,1756903744594.662000
1756903744.7405784,111240.8,0.0036,sell,116198879,1756903744601.540000
1756903744.7446923,111239.1,0.002,sell,116198880,1756903744604.078000
1756903744.7452097,111238.6,0.000311,sell,116198881,1756903744604.088000
1756903744.745733,111238.2,0.002,sell,116198882,1756903744604.095000
1756903744.7710176,111236.9,0.001348,sell,116198883,1756903744631.930000
1756903744.783081,111234.1,0.000898,sell,116198884,1756903744640.459000
1756903744.7846494,111232.9,1e-05,sell,116198885,1756903744640.469000
1756903747.8293624,111232.3,0.183646,buy,116198886,1756903747688.388000
1756903747.8474753,111232.2,0.000163,sell,116198887,1756903747702.904000
1756903747.8474753,111232.2,0.002,sell,116198888,1756903747702.916000
1756903748.0589945,111232.0,1e-05,sell,116198889,1756903747917.331000
1756903748.1045501,111232.0,0.00199,sell,116198890,1756903747962.446000
1756903748.1045501,111232.0,0.002,sell,116198891,1756903747962.453000
1756903748.1045501,111232.0,9.4e-05,sell,116198892,1756903747962.464000
1756903748.1045501,111231.6,0.0036,sell,116198893,1756903747962.468000
1756903748.4755788,111224.4,0.06921,sell,116198894,1756903748334.730000
1756903749.7918801,111224.4,0.075589,sell,116198895,1756903749652.643000
1756903751.4101617,111224.4,0.044342,sell,116198896,1756903751269.400000
1756903751.4202244,111223.8,0.0036,sell,116198897,1756903751279.968000
1756903752.323103,111222.5,0.119838,sell,116198898,1756903752183.582000
1756903752.974185,111222.5,0.002905,sell,116198899,1756903752834.543000
1756903753.6132355,111222.5,0.067545,sell,116198900,1756903753473.378000
1756903754.2594707,111222.5,0.073793,sell,116198901,1756903754118.349000
1756903754.916695,111222.5,0.213182,sell,116198902,1756903754778.058000
1756903755.5535462,111222.5,0.215822,sell,116198903,1756903755414.588000
1756903756.1952322,111222.5,0.223592,sell,116198904,1756903756053.736000
1756903756.8440292,111222.5,0.058307,sell,116198905,1756903756703.424000
1756903757.1133442,111222.5,0.002531,sell,116198906,1756903756982.682000
1756903757.1348226,111221.9,0.0036,sell,116198907,1756903756994.137000
1756903757.1353405,111216.1,1e-06,sell,116198908,1756903756994.142000
1756903757.4847493,111215.9,0.063354,sell,116198909,1756903757343.304000
1756903758.180773,111215.9,0.183517,sell,116198910,1756903758040.210000
1756903758.7546096,111215.9,0.007644,sell,116198911,1756903758615.214000
1756903759.4173424,111215.9,0.197448,sell,116198912,1756903759277.914000
